"ZNF883","LANCL2","MEF2D","SRMS","DLX6","ARHGAP12","MALL","FAM83E","MPV17L","CHRD","PCDHA4","IL7","HBZ","BEND6","SLC41A2","LRP8","TRIM45","TP53TG3","TP53TG3B","HOOK1","BORCS8","KRTAP2-3","ANKRD13D","SEPTIN14","KRTAP7-1","NUTM2D","LCE1E","SPATA1","FAM241B","NSMCE1","ATXN2L","RPP40","ZC3H10","CPXM1","ZNF727","PRSS51","ZNF17","HP1BP3","IGHG4","IPP"
1.51430707459019,0.658003389,0.688653528,1.237339019,0.932609021,0.872101426,1.03446119936612,0.256485909,1.09007257144492,0.805907726,0.980854945226593,1.0817587336057,0.73851788,1.01258449828124,1.298643946,0.887179911,1.17314178364236,1.12949475374835,1.06996372436766,0.923502621108157,1.39107389646046,1.19872233602588,0.775133311,1.101565003,0.889128553869066,1.926772952,1.11632318879122,0.884926850565388,0.880900323,2.50600616204749,0.788740963593719,0.891071361639118,1.16481878709407,1.0777292368951,0.702823107703326,1.34619324379838,1.36987507193906,0.717266023,0.847584486,0.962351663542239
1.58575922971215,0.861601889,0.783646821,0.683669328,0.964586198,0.917005181,1.13582136692503,0.242145516843189,1.089929291,0.694992005,0.708615154984893,0.999898159282384,1.19861085458105,1.0234529419591,0.963532388,1.24916459169101,0.858375233902408,1.1077477093476,0.88311851,1.26025220358995,0.83082692,1.06413206259723,0.738717913,1.176172971,1.63275926307933,1.13037002,0.915000915,1.01775992039404,1.006898045,1.31993182786248,1.048424959,1.29162317437847,1.07237159766638,0.679108656266689,1.002297997,0.89168386284,0.778559089073545,0.840321454112175,0.825232803,1.04375231600524
1.038818955,1.3587582003984,0.809121580476723,1.24045339451037,1.25191943503043,1.16601191241896,1.34504534863669,0.311543917589385,0.982087660525623,1.2432677381042,0.583262383,0.893443226,1.07189264320508,0.868097007,1.37972126944785,1.00959230291191,1.29621108555797,1.39781697244389,1.000064015,1.42960508743944,0.948161416976649,1.421921968,0.92338097,1.69357761501887,1.0862932634716,1.033265948,1.029361009,0.927162587,0.987161815,1.37249665128631,0.7876242335424,0.926148712,0.959427022635014,1.1991348613706,0.705975472,0.931615543670783,1.219493985,1.21325098117987,1.12602991020542,1.146882057
0.977229488224299,1.165241956,0.933579921,2.5365367696752,1.081858038,1.23057926095427,1.5190093650782,0.335191186692868,0.843480615,1.48943046630427,0.886142373,1.25670355409754,1.000892996,1.20303163422979,1.580536007,1.05743568659047,1.440708994,1.64003578873485,0.934607684,0.796940051529693,1.74316689175684,2.04443159338729,1.22177575062255,1.504256963,0.999106585,1.254518032,1.557690978,1.312333941,1.232584953,4.85523944498341,0.995760381,0.892648577,1.43386465649012,1.283450007,1.39288277791161,1.27822534606178,0.964978516,1.14934304650568,1.097291946,1.056877017
2.300476074,1.17883031465792,0.769542903278653,1.74664371647772,1.13957280788101,1.10513699,1.300781011,0.149256601,1.75430734613682,1.09000867301358,0.577682683660418,0.930520415,0.925979525644421,1.113698005,1.39392485825718,0.955249681919597,0.932788074,0.882950105070838,1.153220057,1.163846015,1.43134935191486,1.104997992,1.39786233623256,0.863204598,1.86732306229038,0.702031612,1.19999312107166,0.782500328059664,0.926865983399521,2.10751806536328,0.913736402,0.795241177,0.979889273,0.848804473,0.804965599729751,1.46940115658005,1.073709964,1.02063185457303,1.19001313607246,1.36825248159239
0.359229713,0.812046564721061,1.04486958638597,2.247625112,1.112298011,1.23410664307576,1.5335510766778,0.449719215592197,0.343508087740502,1.070868968,0.678678762757139,1.18858951424535,1.38712086482501,0.894691916849198,1.30680268243264,0.639718949228193,1.24195268804511,0.961115984193428,1.33547539937068,0.992479492738558,0.905009766,1.531419992,0.744588426774274,1.56394366629867,0.752504691,1.02025390281429,1.297927975,0.908832060366229,0.818558871,5.19619266263063,0.827932155178536,0.701272785,1.24146911821234,0.947430074,1.035022974,1.48881850778792,1.47857730343136,1.089426994,0.744107723,0.735369604842435
0.916524290303574,0.973543416249037,0.840990424,1.92146336705707,1.37485031437139,1.48033398789287,1.6011474523526,0.704311966193406,1.02745840935114,1.40623377522438,0.417109608,1.102249026,1.14292211129203,0.963402211,1.34161598779581,0.934572994,1.11757087729843,1.10234842576988,1.19525560529005,1.25897856098871,1.022608692,1.88680237313837,1.30793168884917,1.29964955702844,0.971263716,1.303575038,1.374569058,0.997174770013849,0.879294978607224,1.618530035,0.875458896,1.07249338780416,1.26194067934528,1.076549053,1.22765398,1.309862971,1.24916776231558,1.17829981800599,1.19354821381015,1.183761
1.191661953,0.844120383,0.65582472,0.890491641158351,1.20716856181029,1.086439013,1.07774616343933,0.494520813,1.11308917731293,1.20048268764399,0.778921994962348,1.09570188921067,1.21033476137762,1.12533925677145,1.36453569874817,0.759595811,0.980190224313838,0.805162012,1.005625963,0.762255588722946,1.450225894,1.5293520384384,0.780269324,1.052813053,0.932787217611524,1.46048483190805,1.19727126675732,1.32671816429608,1.31431330637042,1.077177047,0.878457725,0.698343276,1.06111716437977,0.816313683,0.721818693820081,1.598739027,1.27102432921836,0.761581122,1.375046014,0.962265312
2.596942901,0.889781238424987,0.862235650582793,0.584420382,1.15774819428231,1.62662436797368,1.23319155924371,0.237675502,3.21325722400929,1.02648149025205,0.88162590758433,0.902731854721752,0.58830887,1.23020192159547,0.881589383840149,1.04126237704442,1.06494149123223,0.886983394,1.041936039,0.909311791968946,2.608159794,1.28896594,0.764547109,0.942710552721958,0.750535963,1.058634042,1.164371967,1.16253622119115,0.978820502,1.018396019,1.29650573559291,0.694957502021604,1.05083883710518,0.997343122,0.837219313092958,1.31893965991755,1.49427459041834,0.762030057001898,0.979668400327075,1.18112534755489
3.028155088,1.14070274633739,1.113796949,1.347203016,1.15049850486266,1.28946906586582,1.086513042,0.191640366588025,2.164011663,1.22313883521638,0.581067919,1.24890687444781,1.07760312596271,1.163571,1.54283963868665,1.028252005,1.15620213701104,0.673341682871674,1.4026263581958,1.203320026,1.764319909,0.935887694,1.34210505817648,0.920973777,2.34296015511944,2.97787271798332,1.469977974,0.99557811,1.050500035,1.45457222840924,1.28497632410818,1.0195371932434,1.166234016,1.29165357299208,1.16448742904846,1.115057945,1.6287968813432,1.060915946,1.16398704,1.239969015
